State,District,Date,Year,Month,Avg_rainfall,Agency_name
Maharashtra,Raigad,2019-01-19,2019,01,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-01-20,2019,01,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-01-23,2019,01,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-01-26,2019,01,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-02-02,2019,02,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-02-03,2019,02,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-02-04,2019,02,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-02-05,2019,02,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-02-06,2019,02,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-02-08,2019,02,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-02-16,2019,02,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-01,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-02,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-07,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-08,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-14,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-24,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-28,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-29,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-03-30,2019,03,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-04-01,2019,04,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-04-02,2019,04,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-04-04,2019,04,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-04-11,2019,04,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-04-13,2019,04,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-02,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-04,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-08,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-10,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-16,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-21,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-23,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-24,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-25,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-05-30,2019,05,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-06-06,2019,06,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-06-13,2019,06,28.10977533,IMD GRID MODEL
Maharashtra,Raigad,2019-06-17,2019,06,10.05958703,IMD GRID MODEL
Maharashtra,Raigad,2019-06-25,2019,06,9.013323786,IMD GRID MODEL
Maharashtra,Raigad,2019-06-28,2019,06,83.50362205,IMD GRID MODEL
Maharashtra,Raigad,2019-07-02,2019,07,171.7034606,IMD GRID MODEL
Maharashtra,Raigad,2019-07-04,2019,07,17.91424659,IMD GRID MODEL
Maharashtra,Raigad,2019-07-07,2019,07,110.7242843,IMD GRID MODEL
Maharashtra,Raigad,2019-07-08,2019,07,65.38395705,IMD GRID MODEL
Maharashtra,Raigad,2019-07-15,2019,07,35.15498268,IMD GRID MODEL
Maharashtra,Raigad,2019-07-21,2019,07,22.47325285,IMD GRID MODEL
Maharashtra,Raigad,2019-07-28,2019,07,157.5772276,IMD GRID MODEL
Maharashtra,Raigad,2019-07-31,2019,07,94.20681321,IMD GRID MODEL
Maharashtra,Raigad,2019-08-03,2019,08,189.4494864,IMD GRID MODEL
Maharashtra,Raigad,2019-08-06,2019,08,110.3532865,IMD GRID MODEL
Maharashtra,Raigad,2019-08-16,2019,08,27.02196673,IMD GRID MODEL
Maharashtra,Raigad,2019-09-09,2019,09,40.62036111,IMD GRID MODEL
Maharashtra,Raigad,2019-09-20,2019,09,15.86428167,IMD GRID MODEL
Maharashtra,Raigad,2019-10-05,2019,10,7.110672909,IMD GRID MODEL
Maharashtra,Raigad,2019-10-06,2019,10,12.31606558,IMD GRID MODEL
Maharashtra,Raigad,2019-10-13,2019,10,9.33355217,IMD GRID MODEL
Maharashtra,Raigad,2019-10-29,2019,10,0.652729153,IMD GRID MODEL
Maharashtra,Raigad,2019-11-04,2019,11,0.020614193,IMD GRID MODEL
Maharashtra,Raigad,2019-11-07,2019,11,1.237822554,IMD GRID MODEL
Maharashtra,Raigad,2019-11-08,2019,11,0.080907823,IMD GRID MODEL
Maharashtra,Raigad,2019-11-09,2019,11,1.262354615,IMD GRID MODEL
Maharashtra,Raigad,2019-11-11,2019,11,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-11-15,2019,11,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-11-19,2019,11,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-11-28,2019,11,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-12-02,2019,12,0.0,IMD GRID MODEL
Maharashtra,Raigad,2019-12-26,2019,12,0.03303138,IMD GRID MODEL
Maharashtra,Raigad,2019-12-28,2019,12,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-01-09,2019,01,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-01-23,2019,01,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-01-25,2019,01,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-02,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-06,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-13,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-14,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-20,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-23,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-24,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-02-28,2019,02,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-03-07,2019,03,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-03-09,2019,03,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-03-12,2019,03,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-03-16,2019,03,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-03-22,2019,03,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-03-25,2019,03,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-03-30,2019,03,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-04-11,2019,04,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-04-13,2019,04,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-04-16,2019,04,1.735671415,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-04-18,2019,04,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-04-19,2019,04,0.332647089,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-04-20,2019,04,0.0,IMD GRID MODEL
Maharashtra,Ratnagiri,2019-04-23,2019,04,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-10-15,2019,10,0.007259854,IMD GRID MODEL
Maharashtra,Buldhana,2019-10-20,2019,10,6.907866464,IMD GRID MODEL
Maharashtra,Buldhana,2019-10-26,2019,10,3.137767385,IMD GRID MODEL
Maharashtra,Buldhana,2019-10-30,2019,10,2.226869957,IMD GRID MODEL
Maharashtra,Buldhana,2019-11-10,2019,11,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-11-12,2019,11,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-11-22,2019,11,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-12-02,2019,12,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-12-05,2019,12,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-12-06,2019,12,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-12-09,2019,12,0.0,IMD GRID MODEL
Maharashtra,Buldhana,2019-12-10,2019,12,0.0,IMD GRID MODEL
